idExpediente,strCodExpedienteExt,strCodExpediente,idOrganizacionPolitica,strOrganizacionPolitica,strDepartamento,strProvincia,strDistrito,strEstadoExped,strTipoEleccion,idJuradoElectoral,strJuradoElectoral,idTipoExpediente,strTipoExpediente,idMateria,strMateria,ID
142373,SEPEG.2021004874,SEPEG.2021002793APL.01,1366,FUERZA POPULAR,HUANCAVELICA,ACOBAMBA,ANTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-HUV
142336,SEPEG.2021004838,SEPEG.2021002859APL.01,1366,FUERZA POPULAR,SAN MARTIN,LAMAS,PINTO RECODO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1612,MOYOBAMBA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-SAM
142311,SEPEG.2021004813,SEPEG.2021003496APL.01,1366,FUERZA POPULAR,HUANCAVELICA,ANGARAES,HUALLAY-GRANDE,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-HUV
140868,SEPEG.2021003408,2021.10617.EGN.CNCH.NEL.MSF.00,1366,FUERZA POPULAR,CUSCO,ESPINAR,PALLPATA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1574,CANCHIS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CUS
140269,SEPEG.2021002815,2021.10023.GEN.HUAR.NEL.MSF.00,1366,FUERZA POPULAR,ANCASH,POMABAMBA,POMABAMBA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1590,HUARI,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-ANC
141748,SEPEG.2021004278,2021.11464.GEN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141686,SEPEG.2021004216,2021.11405.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,JEBEROS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141592,SEPEG.2021004122,2021.11312.GEN.SROM.NEL.MSF.00,1366,FUERZA POPULAR,PUNO,AZANGARO,ACHAYA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1618,SAN ROMAN,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-PUN
141480,SEPEG.2021004010,2021.11205.EGN.SROM.NEL.MSF.00,1366,FUERZA POPULAR,PUNO,AZANGARO,ASILLO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1618,SAN ROMAN,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-PUN
142246,SEPEG.2021004751,SEPEG.2021003100APL.01,1366,FUERZA POPULAR,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1623,TAMBOPATA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-MDD
142230,SEPEG.2021004737,SEPEG.2021004227APL.01,1366,FUERZA POPULAR,APURIMAC,AYMARAES,COLCABAMBA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1566,ABANCAY,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-APU
142210,SEPEG.2021004717,SEPEG.2021004443QDA.01,1366,FUERZA POPULAR,HUANUCO,HUANUCO,AMARILIS,REGISTRADO,SEGUNDA VUELTA PRESIDENCIAL,1,JURADO NACIONAL DE ELECCIONES,15,NULIDAD ELECTORAL,18,QUEJA POR DENEGATORIA DE APELACIÓN,PE-HUC
141681,SEPEG.2021004211,2021.11400.GEN.HCHR.NEL.MSF.00,1366,FUERZA POPULAR,LIMA,HUAROCHIRI,CHICLA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1591,HUAROCHIRI,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LIM
140982,SEPEG.2021003522,2021.10730.EGN.HVCA.NEL.MSF.00,1366,FUERZA POPULAR,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-HUV
140343,SEPEG.2021002888,2021.10096.GEN.CHTA.NEL.MSF.00,1366,FUERZA POPULAR,CAJAMARCA,HUALGAYOC,BAMBAMARCA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1581,CHOTA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CAJ
141566,SEPEG.2021004096,2021.11286.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,DATEM DEL MARAÑON,ANDOAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141014,SEPEG.2021003554,2021.10761.EGN.SROM.NEL.MSF.00,1366,FUERZA POPULAR,PUNO,SAN ROMAN,JULIACA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1618,SAN ROMAN,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-PUN
142106,SEPEG.2021004620,SEPEG.2021003084APL.01,1366,FUERZA POPULAR,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1623,TAMBOPATA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-MDD
142032,SEPEG.2021004556,SEPEG.2021002994APL.01,1366,FUERZA POPULAR,CAJAMARCA,CHOTA,ANGUIA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1581,CHOTA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-CAJ
140709,SEPEG.2021003250,2021.10459.EGN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUANTA,HUANTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
140636,SEPEG.2021003177,2021.10386.EGN.TACN.NEL.MSF.00,1366,FUERZA POPULAR,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1622,TACNA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-TAC
140493,SEPEG.2021003036,2021.10245.GEN.CHTA.NEL.MSF.00,1366,FUERZA POPULAR,CAJAMARCA,CHOTA,CHOTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1581,CHOTA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CAJ
141227,SEPEG.2021003760,2021.10965.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,BELEN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141213,SEPEG.2021003746,2021.10951.GEN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,SAN JUAN BAUTISTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141258,SEPEG.2021003790,2021.10996.GEN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,PUNCHANA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141511,SEPEG.2021004041,2021.11231.GEN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,DATEM DEL MARAÑON,MANSERICHE,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141253,SEPEG.2021003786,2021.10991.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,PUNCHANA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141291,SEPEG.2021003823,2021.11029.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,BELEN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141265,SEPEG.2021003797,2021.11003.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,IQUITOS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141272,SEPEG.2021003804,2021.11010.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,BELEN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141403,SEPEG.2021003933,2021.11141.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,BALSAPUERTO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141223,SEPEG.2021003756,2021.10961.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,BELEN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141512,SEPEG.2021004042,2021.11232.GEN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,DATEM DEL MARAÑON,MORONA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141389,SEPEG.2021003919,2021.11127.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,BELEN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141356,SEPEG.2021003888,2021.11094.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,SAN JUAN BAUTISTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141504,SEPEG.2021004034,2021.11224.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,DATEM DEL MARAÑON,ANDOAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141440,SEPEG.2021003970,2021.11178.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,BALSAPUERTO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141298,SEPEG.2021003830,2021.11036.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,BELEN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141350,SEPEG.2021003882,2021.11088.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,PUNCHANA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141327,SEPEG.2021003859,2021.11065.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,BELEN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141317,SEPEG.2021003849,2021.11055.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,SAN JUAN BAUTISTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141492,SEPEG.2021004022,2021.11212.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,DATEM DEL MARAÑON,PASTAZA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141441,SEPEG.2021003971,2021.11179.GEN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,BALSAPUERTO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141359,SEPEG.2021003891,2021.11097.EGN.MAYN.NEL.MSF.00,2218,PARTIDO POLITICO NACIONAL PERU LIBRE,LORETO,MAYNAS,SAN JUAN BAUTISTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1611,MAYNAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141610,SEPEG.2021004140,2021.11330.GEN.SROM.NEL.MSF.00,1366,FUERZA POPULAR,PUNO,AZANGARO,ASILLO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1618,SAN ROMAN,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-PUN
140247,SEPEG.2021002793,2021.10001.EGN.HVCA.NEL.MSF.00,1366,FUERZA POPULAR,HUANCAVELICA,ACOBAMBA,ANTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-HUV
140347,SEPEG.2021002892,2021.10100.EGN.MNIE.NEL.MSF.00,1366,FUERZA POPULAR,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1610,MARISCAL NIETO,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-MOQ
140296,SEPEG.2021002842,2021.10050.EGN.HVCA.NEL.MSF.00,1366,FUERZA POPULAR,HUANCAVELICA,ACOBAMBA,POMACOCHA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-HUV
142381,SEPEG.2021004882,SEPEG.2021002809APL.01,1366,FUERZA POPULAR,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-HUV
141885,SEPEG.2021004412,SEPEG.2021002842APL.01,1366,FUERZA POPULAR,HUANCAVELICA,ACOBAMBA,POMACOCHA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-HUV
142310,SEPEG.2021004812,SEPEG.2021003530APL.01,1366,FUERZA POPULAR,HUANCAVELICA,TAYACAJA,QUICHUAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-HUV
140563,SEPEG.2021003106,2021.10315.EGN.TACN.NEL.MSF.00,1366,FUERZA POPULAR,TACNA,TACNA,ALTO DE LA ALIANZA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1622,TACNA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-TAC
140297,SEPEG.2021002843,2021.10051.EGN.PASC.NEL.MSF.00,1366,FUERZA POPULAR,PASCO,PASCO,YANACANCHA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1614,PASCO,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-PAS
141830,SEPEG.2021004360,SEPEG.2021003274APL.01,1366,FUERZA POPULAR,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1578,CHACHAPOYAS,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-AMA
142030,SEPEG.2021004554,SEPEG.2021002990APL.01,1366,FUERZA POPULAR,CAJAMARCA,CHOTA,CONCHAN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1581,CHOTA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-CAJ
140740,SEPEG.2021003281,2021.10490.GEN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,JESUS NAZARENO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
140467,SEPEG.2021003010,2021.10219.EGN.CAJA.NEL.MSF.00,1366,FUERZA POPULAR,CAJAMARCA,CELENDIN,CELENDIN,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1572,CAJAMARCA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CAJ
140307,SEPEG.2021002853,2021.10061.EGN.SNTA.NEL.MSF.00,1366,FUERZA POPULAR,ANCASH,HUARMEY,MALVAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1620,SANTA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-ANC
142100,SEPEG.2021004614,SEPEG.2021003333APL.01,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,OCROS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-AYA
140564,SEPEG.2021003107,2021.10316.EGN.LUCA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1609,LUCANAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
140237,SEPEG.2021002783,2021.09991.EGN.HVCA.NEL.MSF.00,1366,FUERZA POPULAR,HUANCAVELICA,ACOBAMBA,ACOBAMBA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-HUV
141573,SEPEG.2021004103,2021.11293.GEN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,LAGUNAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
140812,SEPEG.2021003352,2021.10561.GEN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,SOCOS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
140809,SEPEG.2021003349,2021.10558.EGN.ABAN.NEL.MSF.00,1366,FUERZA POPULAR,APURIMAC,GRAU,CHUQUIBAMBILLA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1566,ABANCAY,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-APU
142131,SEPEG.2021004643,SEPEG.2021004122APL.01,1366,FUERZA POPULAR,PUNO,AZANGARO,ACHAYA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1618,SAN ROMAN,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-PUN
140947,SEPEG.2021003487,2021.10695.EGN.HVCA.NEL.MSF.00,1366,FUERZA POPULAR,HUANCAVELICA,TAYACAJA,ACOSTAMBO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-HUV
142041,SEPEG.2021004565,SEPEG.2021002850APL.01,1366,FUERZA POPULAR,PASCO,PASCO,SIMON BOLIVAR,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1614,PASCO,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-PAS
140917,SEPEG.2021003457,2021.10666.EGN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
141743,SEPEG.2021004273,2021.11459.GEN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,DATEM DEL MARAÑON,MORONA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
141039,SEPEG.2021003577,2021.10778.EGN.BAGU.NEL.MSF.00,1366,FUERZA POPULAR,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1571,BAGUA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AMA
141005,SEPEG.2021003545,2021.10753.GEN.CANG.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,CANGALLO,PARAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1575,CANGALLO,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
140781,SEPEG.2021003321,2021.10530.EGN.CANG.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1575,CANGALLO,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
142328,SEPEG.2021004830,SEPEG.2021002864APL.01,1366,FUERZA POPULAR,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1612,MOYOBAMBA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-SAM
140544,SEPEG.2021003087,2021.10296.EGN.TBPT.NEL.MSF.00,1366,FUERZA POPULAR,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1623,TAMBOPATA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-MDD
140532,SEPEG.2021003075,2021.10284.GEN.TBPT.NEL.MSF.00,1366,FUERZA POPULAR,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1623,TAMBOPATA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-MDD
140514,SEPEG.2021003057,2021.10266.EGN.TBPT.NEL.MSF.00,1366,FUERZA POPULAR,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1623,TAMBOPATA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-MDD
141061,SEPEG.2021003599,2021.10800.EGN.BAGU.NEL.MSF.00,1366,FUERZA POPULAR,AMAZONAS,BAGUA,IMAZA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1571,BAGUA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AMA
140703,SEPEG.2021003244,2021.10453.EGN.HMGA.NEL.MSF.00,1366,FUERZA POPULAR,AYACUCHO,HUANTA,HUANTA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-AYA
140453,SEPEG.2021002996,2021.10205.EGN.CHTA.NEL.MSF.00,1366,FUERZA POPULAR,CAJAMARCA,CHOTA,HUAMBOS,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1581,CHOTA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-CAJ
141535,SEPEG.2021004065,2021.11255.EGN.AAMZ.NEL.MSF.00,1366,FUERZA POPULAR,LORETO,ALTO AMAZONAS,BALSAPUERTO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1567,ALTO AMAZONAS,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-LOR
140538,SEPEG.2021003081,2021.10290.EGN.TBPT.NEL.MSF.00,1366,FUERZA POPULAR,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1623,TAMBOPATA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-MDD
142155,SEPEG.2021004667,SEPEG.2021003394APL.01,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,AYACUCHO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-AYA
142127,SEPEG.2021004639,SEPEG.2021003388APL.01,1366,FUERZA POPULAR,AYACUCHO,HUAMANGA,AYACUCHO,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1585,HUAMANGA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-AYA
140272,SEPEG.2021002818,2021.10026.GEN.HVCA.NEL.MSF.00,1366,FUERZA POPULAR,HUANCAVELICA,ACOBAMBA,PAUCARA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-HUV
140442,SEPEG.2021002985,2021.10194.EGN.MOYO.NEL.MSF.00,1366,FUERZA POPULAR,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1612,MOYOBAMBA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-SAM
142056,SEPEG.2021004578,SEPEG.2021003188APL.01,1366,FUERZA POPULAR,AREQUIPA,AREQUIPA,UCHUMAYO,EN TRÁMITE,SEGUNDA VUELTA PRESIDENCIAL,1570,AREQUIPA 2,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-ARE
140659,SEPEG.2021003200,2021.10409.EGN.TACN.NEL.MSF.00,1366,FUERZA POPULAR,TACNA,JORGE BASADRE,ITE,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1622,TACNA,15,NULIDAD ELECTORAL,15,MESA DE SUFRAGIO,PE-TAC
142324,SEPEG.2021004826,SEPEG.2021003513APL.01,1366,FUERZA POPULAR,HUANCAVELICA,ACOBAMBA,PAUCARA,RESUELTO,SEGUNDA VUELTA PRESIDENCIAL,1586,HUANCAVELICA,15,NULIDAD ELECTORAL,2,APELACIÓN,PE-HUV
